Treatment,Env,Line,seedwt,TreatmentName,seedwtzeros,water,fertilizer,spacing,stress_intensity
5,1,B73,4.235,PACGA,4.235,full,standardN,regular,0
6,1,B73,,nohormone,0,full,standardN,regular,0
1,1,Oh43,3.518,PAC,3.518,full,standardN,regular,0
2,1,Oh43,5.255,UCN,5.255,full,standardN,regular,0
3,1,Oh43,4.667,PCZ,4.667,full,standardN,regular,0
4,1,Oh43,2.831,GA,2.831,full,standardN,regular,0
5,1,Oh43,,PACGA,0,full,standardN,regular,0
6,1,Oh43,3.555,nohormone,3.555,full,standardN,regular,0
1,2,B73,2.951,PAC,2.951,full,standardN,dense,1
2,2,B73,4.146,UCN,4.146,full,standardN,dense,1
3,2,B73,4.291,PCZ,4.291,full,standardN,dense,1
4,2,B73,3.662,GA,3.662,full,standardN,dense,1
5,2,B73,4.466,PACGA,4.466,full,standardN,dense,1
6,2,B73,4.695,nohormone,4.695,full,standardN,dense,1
1,1,CML103,5.018,PAC,5.018,full,standardN,regular,0
2,1,CML103,4.172,UCN,4.172,full,standardN,regular,0
3,1,CML103,3.593,PCZ,3.593,full,standardN,regular,0
4,1,CML103,3.35,GA,3.35,full,standardN,regular,0
5,1,CML103,3.861,PACGA,3.861,full,standardN,regular,0
6,1,CML103,4.188,nohormone,4.188,full,standardN,regular,0
1,1,Mo298,0,PAC,0,full,standardN,regular,0
2,1,Mo298,5.723,UCN,5.723,full,standardN,regular,0
3,1,Mo298,4.554,PCZ,4.554,full,standardN,regular,0
4,1,Mo298,3.341,GA,3.341,full,standardN,regular,0
5,1,Mo298,,PACGA,0,full,standardN,regular,0
6,1,Mo298,5.649,nohormone,5.649,full,standardN,regular,0
1,1,B73,3.635,PAC,3.635,full,standardN,regular,0
2,1,B73,3.693,UCN,3.693,full,standardN,regular,0
3,1,B73,4.491,PCZ,4.491,full,standardN,regular,0
4,1,B73,4.703,GA,4.703,full,standardN,regular,0
5,1,B73,4.657,PACGA,4.657,full,standardN,regular,0
6,1,B73,4.981,nohormone,4.981,full,standardN,regular,0
1,2,CML103,7.502,PAC,7.502,full,standardN,dense,1
2,2,CML103,4.726,UCN,4.726,full,standardN,dense,1
3,2,CML103,0,PCZ,0,full,standardN,dense,1
4,2,CML103,4.74,GA,4.74,full,standardN,dense,1
5,2,CML103,5.315,PACGA,5.315,full,standardN,dense,1
6,2,CML103,3.698,nohormone,3.698,full,standardN,dense,1
1,2,Mo298,4.229,PAC,4.229,full,standardN,dense,1
2,2,Mo298,5.999,UCN,5.999,full,standardN,dense,1
3,2,Mo298,0,PCZ,0,full,standardN,dense,1
4,2,Mo298,5.013,GA,5.013,full,standardN,dense,1
5,2,Mo298,,PACGA,0,full,standardN,dense,1
6,2,Mo298,0,nohormone,0,full,standardN,dense,1
1,2,B73,3.531,PAC,3.531,full,standardN,dense,1
2,2,B73,4.527,UCN,4.527,full,standardN,dense,1
3,2,B73,3.98,PCZ,3.98,full,standardN,dense,1
4,2,B73,,GA,0,full,standardN,dense,1
5,2,B73,4.133,PACGA,4.133,full,standardN,dense,1
6,2,B73,4.37,nohormone,4.37,full,standardN,dense,1
1,1,Mo017,3.023,PAC,3.023,full,standardN,regular,0
2,1,Mo017,3.823,UCN,3.823,full,standardN,regular,0
3,1,Mo017,3.55,PCZ,3.55,full,standardN,regular,0
4,1,Mo017,2.795,GA,2.795,full,standardN,regular,0
5,1,Mo017,3.193,PACGA,3.193,full,standardN,regular,0
6,1,Mo017,2.972,nohormone,2.972,full,standardN,regular,0
1,1,Mo360,2.903,PAC,2.903,full,standardN,regular,0
2,1,Mo360,2.801,UCN,2.801,full,standardN,regular,0
3,1,Mo360,3.765,PCZ,3.765,full,standardN,regular,0
4,1,Mo360,4.569,GA,4.569,full,standardN,regular,0
5,1,Mo360,4.382,PACGA,4.382,full,standardN,regular,0
6,1,Mo360,4.517,nohormone,4.517,full,standardN,regular,0
1,1,B73,4.016,PAC,4.016,full,standardN,regular,0
2,1,B73,4.288,UCN,4.288,full,standardN,regular,0
3,1,B73,3.96,PCZ,3.96,full,standardN,regular,0
4,1,B73,3.672,GA,3.672,full,standardN,regular,0
5,1,B73,3.9,PACGA,3.9,full,standardN,regular,0
6,1,B73,4.202,nohormone,4.202,full,standardN,regular,0
1,2,Mo017,,PAC,0,full,standardN,dense,1
2,2,Mo017,2.531,UCN,2.531,full,standardN,dense,1
3,2,Mo017,2.885,PCZ,2.885,full,standardN,dense,1
4,2,Mo017,2.812,GA,2.812,full,standardN,dense,1
5,2,Mo017,3.116,PACGA,3.116,full,standardN,dense,1
6,2,Mo017,2.719,nohormone,2.719,full,standardN,dense,1
1,2,Mo360,4.051,PAC,4.051,full,standardN,dense,1
2,2,Mo360,4.705,UCN,4.705,full,standardN,dense,1
3,2,Mo360,3.902,PCZ,3.902,full,standardN,dense,1
4,2,Mo360,4.064,GA,4.064,full,standardN,dense,1
5,2,Mo360,3.842,PACGA,3.842,full,standardN,dense,1
6,2,Mo360,4.807,nohormone,4.807,full,standardN,dense,1
1,2,B73,,PAC,0,full,standardN,dense,1
2,2,B73,,UCN,0,full,standardN,dense,1
3,2,B73,3.912,PCZ,3.912,full,standardN,dense,1
4,2,B73,4.886,GA,4.886,full,standardN,dense,1
5,2,B73,4.026,PACGA,4.026,full,standardN,dense,1
6,2,B73,4.293,nohormone,4.293,full,standardN,dense,1
1,1,Mo298,3.438,PAC,3.438,full,standardN,regular,0
2,1,Mo298,,UCN,0,full,standardN,regular,0
3,1,Mo298,3.738,PCZ,3.738,full,standardN,regular,0
4,1,Mo298,3.686,GA,3.686,full,standardN,regular,0
5,1,Mo298,2.618,PACGA,2.618,full,standardN,regular,0
6,1,Mo298,3.115,nohormone,3.115,full,standardN,regular,0
1,1,Mo017,2.306,PAC,2.306,full,standardN,regular,0
2,1,Mo017,2.83,UCN,2.83,full,standardN,regular,0
3,1,Mo017,3.091,PCZ,3.091,full,standardN,regular,0
4,1,Mo017,2.246,GA,2.246,full,standardN,regular,0
5,1,Mo017,3.962,PACGA,3.962,full,standardN,regular,0
6,1,Mo017,3.404,nohormone,3.404,full,standardN,regular,0
1,2,Mo298,0,PAC,0,full,standardN,dense,1
2,2,Mo298,5.274,UCN,5.274,full,standardN,dense,1
3,2,Mo298,3.51,PCZ,3.51,full,standardN,dense,1
4,2,Mo298,,GA,0,full,standardN,dense,1
5,2,Mo298,3.563,PACGA,3.563,full,standardN,dense,1
6,2,Mo298,4.317,nohormone,4.317,full,standardN,dense,1
1,2,Mo017,3.147,PAC,3.147,full,standardN,dense,1
2,2,Mo017,3.544,UCN,3.544,full,standardN,dense,1
3,2,Mo017,4.032,PCZ,4.032,full,standardN,dense,1
4,2,Mo017,3.041,GA,3.041,full,standardN,dense,1
5,2,Mo017,3.807,PACGA,3.807,full,standardN,dense,1
6,2,Mo017,0,nohormone,0,full,standardN,dense,1
1,1,Mo17,4.669,PAC,4.669,full,standardN,regular,0
2,1,Mo17,4.734,UCN,4.734,full,standardN,regular,0
3,1,Mo17,6.057,PCZ,6.057,full,standardN,regular,0
4,1,Mo17,,GA,0,full,standardN,regular,0
5,1,Mo17,,PACGA,0,full,standardN,regular,0
6,1,Mo17,5.231,nohormone,5.231,full,standardN,regular,0
1,1,Mo287,5.841,PAC,5.841,full,standardN,regular,0
2,1,Mo287,4.217,UCN,4.217,full,standardN,regular,0
3,1,Mo287,4.784,PCZ,4.784,full,standardN,regular,0
4,1,Mo287,5.141,GA,5.141,full,standardN,regular,0
5,1,Mo287,5.045,PACGA,5.045,full,standardN,regular,0
6,1,Mo287,,nohormone,0,full,standardN,regular,0
1,1,Mo17,3.681,PAC,3.681,full,standardN,regular,0
2,1,Mo17,3.456,UCN,3.456,full,standardN,regular,0
3,1,Mo17,,PCZ,0,full,standardN,regular,0
4,1,Mo17,3.804,GA,3.804,full,standardN,regular,0
5,1,Mo17,3.93,PACGA,3.93,full,standardN,regular,0
6,1,Mo17,5.878,nohormone,5.878,full,standardN,regular,0
1,2,Mo17,4.263,PAC,4.263,full,standardN,dense,1
2,2,Mo17,0,UCN,0,full,standardN,dense,1
3,2,Mo17,6.759,PCZ,6.759,full,standardN,dense,1
4,2,Mo17,4.381,GA,4.381,full,standardN,dense,1
5,2,Mo17,4.473,PACGA,4.473,full,standardN,dense,1
6,2,Mo17,6.106,nohormone,6.106,full,standardN,dense,1
1,2,Mo287,0,PAC,0,full,standardN,dense,1
2,2,Mo287,5.506,UCN,5.506,full,standardN,dense,1
3,2,Mo287,,PCZ,0,full,standardN,dense,1
4,2,Mo287,,GA,0,full,standardN,dense,1
5,2,Mo287,5.742,PACGA,5.742,full,standardN,dense,1
6,2,Mo287,4.543,nohormone,4.543,full,standardN,dense,1
1,2,Mo17,4.074,PAC,4.074,full,standardN,dense,1
2,2,Mo17,4.286,UCN,4.286,full,standardN,dense,1
3,2,Mo17,4.103,PCZ,4.103,full,standardN,dense,1
4,2,Mo17,4.088,GA,4.088,full,standardN,dense,1
5,2,Mo17,,PACGA,0,full,standardN,dense,1
6,2,Mo17,,nohormone,0,full,standardN,dense,1
1,1,Oh43,4.124,PAC,4.124,full,standardN,regular,0
2,1,Oh43,4.148,UCN,4.148,full,standardN,regular,0
3,1,Oh43,4.583,PCZ,4.583,full,standardN,regular,0
4,1,Oh43,4.389,GA,4.389,full,standardN,regular,0
5,1,Oh43,3.947,PACGA,3.947,full,standardN,regular,0
6,1,Oh43,3.953,nohormone,3.953,full,standardN,regular,0
1,1,Mo276,2.873,PAC,2.873,full,standardN,regular,0
2,1,Mo276,3.089,UCN,3.089,full,standardN,regular,0
3,1,Mo276,3.366,PCZ,3.366,full,standardN,regular,0
4,1,Mo276,5.361,GA,5.361,full,standardN,regular,0
5,1,Mo276,2.954,PACGA,2.954,full,standardN,regular,0
6,1,Mo276,4.109,nohormone,4.109,full,standardN,regular,0
1,1,LH132,5.056,PAC,5.056,full,standardN,regular,0
2,1,LH132,,UCN,0,full,standardN,regular,0
3,1,LH132,4.771,PCZ,4.771,full,standardN,regular,0
4,1,LH132,5.032,GA,5.032,full,standardN,regular,0
5,1,LH132,4.015,PACGA,4.015,full,standardN,regular,0
6,1,LH132,5.928,nohormone,5.928,full,standardN,regular,0
1,2,Mo276,4.77,PAC,4.77,full,standardN,dense,1
2,2,Mo276,4.381,UCN,4.381,full,standardN,dense,1
3,2,Mo276,4.867,PCZ,4.867,full,standardN,dense,1
4,2,Mo276,4.147,GA,4.147,full,standardN,dense,1
5,2,Mo276,5.002,PACGA,5.002,full,standardN,dense,1
6,2,Mo276,4.36,nohormone,4.36,full,standardN,dense,1
1,2,LH132,5.336,PAC,5.336,full,standardN,dense,1
2,2,LH132,4.625,UCN,4.625,full,standardN,dense,1
3,2,LH132,,PCZ,0,full,standardN,dense,1
4,2,LH132,4.734,GA,4.734,full,standardN,dense,1
5,2,LH132,4.86,PACGA,4.86,full,standardN,dense,1
6,2,LH132,,nohormone,0,full,standardN,dense,1
1,1,CML103,3.298,PAC,3.298,full,standardN,regular,0
2,1,CML103,3.727,UCN,3.727,full,standardN,regular,0
3,1,CML103,3.856,PCZ,3.856,full,standardN,regular,0
4,1,CML103,3.671,GA,3.671,full,standardN,regular,0
5,1,CML103,5.356,PACGA,5.356,full,standardN,regular,0
6,1,CML103,4.174,nohormone,4.174,full,standardN,regular,0
1,1,Mo360,5.417,PAC,5.417,full,standardN,regular,0
2,1,Mo360,4.887,UCN,4.887,full,standardN,regular,0
3,1,Mo360,4.626,PCZ,4.626,full,standardN,regular,0
4,1,Mo360,4.441,GA,4.441,full,standardN,regular,0
5,1,Mo360,3.612,PACGA,3.612,full,standardN,regular,0
6,1,Mo360,3.173,nohormone,3.173,full,standardN,regular,0
1,1,B73,3.367,PAC,3.367,full,standardN,regular,0
2,1,B73,3.977,UCN,3.977,full,standardN,regular,0
3,1,B73,4.832,PCZ,4.832,full,standardN,regular,0
4,1,B73,3.903,GA,3.903,full,standardN,regular,0
5,1,B73,4.985,PACGA,4.985,full,standardN,regular,0
6,1,B73,4.354,nohormone,4.354,full,standardN,regular,0
1,2,CML103,4.359,PAC,4.359,full,standardN,dense,1
2,2,CML103,3.769,UCN,3.769,full,standardN,dense,1
3,2,CML103,5.011,PCZ,5.011,full,standardN,dense,1
4,2,CML103,2.787,GA,2.787,full,standardN,dense,1
5,2,CML103,4.382,PACGA,4.382,full,standardN,dense,1
6,2,CML103,4.9,nohormone,4.9,full,standardN,dense,1
1,2,Mo360,4.286,PAC,4.286,full,standardN,dense,1
2,2,Mo360,5.137,UCN,5.137,full,standardN,dense,1
3,2,Mo360,4.929,PCZ,4.929,full,standardN,dense,1
4,2,Mo360,3.801,GA,3.801,full,standardN,dense,1
5,2,Mo360,3.966,PACGA,3.966,full,standardN,dense,1
6,2,Mo360,4.931,nohormone,4.931,full,standardN,dense,1
1,2,B73,3.644,PAC,3.644,full,standardN,dense,1
2,2,B73,3.831,UCN,3.831,full,standardN,dense,1
3,2,B73,4.846,PCZ,4.846,full,standardN,dense,1
4,2,B73,4.126,GA,4.126,full,standardN,dense,1
5,2,B73,4.758,PACGA,4.758,full,standardN,dense,1
6,2,B73,4.466,nohormone,4.466,full,standardN,dense,1
1,1,Mo298,3.956,PAC,3.956,full,standardN,regular,0
2,1,Mo298,3.559,UCN,3.559,full,standardN,regular,0
3,1,Mo298,5.52,PCZ,5.52,full,standardN,regular,0
4,1,Mo298,4.386,GA,4.386,full,standardN,regular,0
5,1,Mo298,4.387,PACGA,4.387,full,standardN,regular,0
6,1,Mo298,0,nohormone,0,full,standardN,regular,0
1,1,Mo352,5.245,PAC,5.245,full,standardN,regular,0
2,1,Mo352,5.348,UCN,5.348,full,standardN,regular,0
3,1,Mo352,4.693,PCZ,4.693,full,standardN,regular,0
4,1,Mo352,5.516,GA,5.516,full,standardN,regular,0
5,1,Mo352,5.973,PACGA,5.973,full,standardN,regular,0
6,1,Mo352,5.832,nohormone,5.832,full,standardN,regular,0
1,2,Mo298,2.796,PAC,2.796,full,standardN,dense,1
2,2,Mo298,3.72,UCN,3.72,full,standardN,dense,1
3,2,Mo298,3.906,PCZ,3.906,full,standardN,dense,1
4,2,Mo298,6.373,GA,6.373,full,standardN,dense,1
5,2,Mo298,5.143,PACGA,5.143,full,standardN,dense,1
6,2,Mo298,6.071,nohormone,6.071,full,standardN,dense,1
1,2,Mo352,5.503,PAC,5.503,full,standardN,dense,1
2,2,Mo352,3.812,UCN,3.812,full,standardN,dense,1
3,2,Mo352,5.496,PCZ,5.496,full,standardN,dense,1
4,2,Mo352,5.222,GA,5.222,full,standardN,dense,1
5,2,Mo352,4.625,PACGA,4.625,full,standardN,dense,1
6,2,Mo352,4.029,nohormone,4.029,full,standardN,dense,1
1,1,Mo360,4.109,PAC,4.109,full,standardN,regular,0
2,1,Mo360,3.799,UCN,3.799,full,standardN,regular,0
3,1,Mo360,3.593,PCZ,3.593,full,standardN,regular,0
4,1,Mo360,4.116,GA,4.116,full,standardN,regular,0
5,1,Mo360,4.033,PACGA,4.033,full,standardN,regular,0
6,1,Mo360,3.768,nohormone,3.768,full,standardN,regular,0
1,1,Mo276,5.149,PAC,5.149,full,standardN,regular,0
2,1,Mo276,4.335,UCN,4.335,full,standardN,regular,0
3,1,Mo276,5.887,PCZ,5.887,full,standardN,regular,0
4,1,Mo276,5.601,GA,5.601,full,standardN,regular,0
5,1,Mo276,5.85,PACGA,5.85,full,standardN,regular,0
6,1,Mo276,3.894,nohormone,3.894,full,standardN,regular,0
1,2,Mo360,3.773,PAC,3.773,full,standardN,dense,1
2,2,Mo360,4.494,UCN,4.494,full,standardN,dense,1
3,2,Mo360,4.236,PCZ,4.236,full,standardN,dense,1
4,2,Mo360,4.263,GA,4.263,full,standardN,dense,1
5,2,Mo360,4.44,PACGA,4.44,full,standardN,dense,1
6,2,Mo360,4.399,nohormone,4.399,full,standardN,dense,1
1,2,Mo276,4.907,PAC,4.907,full,standardN,dense,1
2,2,Mo276,3.966,UCN,3.966,full,standardN,dense,1
3,2,Mo276,4.037,PCZ,4.037,full,standardN,dense,1
4,2,Mo276,3.594,GA,3.594,full,standardN,dense,1
5,2,Mo276,4.236,PACGA,4.236,full,standardN,dense,1
6,2,Mo276,,nohormone,0,full,standardN,dense,1
1,3,Oh7B,5.266,PAC,5.266,drought,standardN,regular,1
2,3,Oh7B,5.266,UCN,5.266,drought,standardN,regular,1
3,3,Oh7B,0,PCZ,0,drought,standardN,regular,1
4,3,Oh7B,4.494,GA,4.494,drought,standardN,regular,1
5,3,Oh7B,4.992,PACGA,4.992,drought,standardN,regular,1
6,3,Oh7B,5.926,nohormone,5.926,drought,standardN,regular,1
1,3,Mo276,5.034,PAC,5.034,drought,standardN,regular,1
2,3,Mo276,6.095,UCN,6.095,drought,standardN,regular,1
3,3,Mo276,5.111,PCZ,5.111,drought,standardN,regular,1
4,3,Mo276,4.682,GA,4.682,drought,standardN,regular,1
5,3,Mo276,3.493,PACGA,3.493,drought,standardN,regular,1
6,3,Mo276,5.314,nohormone,5.314,drought,standardN,regular,1
1,3,Mo287,4.761,PAC,4.761,drought,standardN,regular,1
2,3,Mo287,4.777,UCN,4.777,drought,standardN,regular,1
3,3,Mo287,0,PCZ,0,drought,standardN,regular,1
4,3,Mo287,4.454,GA,4.454,drought,standardN,regular,1
5,3,Mo287,4.947,PACGA,4.947,drought,standardN,regular,1
6,3,Mo287,5.892,nohormone,5.892,drought,standardN,regular,1
1,5,Oh7B,3.405,PAC,3.405,drought,standardN,dense,1
2,5,Oh7B,4.424,UCN,4.424,drought,standardN,dense,1
3,5,Oh7B,4.247,PCZ,4.247,drought,standardN,dense,1
4,5,Oh7B,5.208,GA,5.208,drought,standardN,dense,1
5,5,Oh7B,4.654,PACGA,4.654,drought,standardN,dense,1
6,5,Oh7B,4.768,nohormone,4.768,drought,standardN,dense,1
1,5,Mo276,3.547,PAC,3.547,drought,standardN,dense,1
2,5,Mo276,3.599,UCN,3.599,drought,standardN,dense,1
3,5,Mo276,5.756,PCZ,5.756,drought,standardN,dense,1
4,5,Mo276,5.923,GA,5.923,drought,standardN,dense,1
5,5,Mo276,5.493,PACGA,5.493,drought,standardN,dense,1
6,5,Mo276,5.984,nohormone,5.984,drought,standardN,dense,1
1,5,Mo287,4.458,PAC,4.458,drought,standardN,dense,1
2,5,Mo287,6.15,UCN,6.15,drought,standardN,dense,1
3,5,Mo287,4.681,PCZ,4.681,drought,standardN,dense,1
4,5,Mo287,4.839,GA,4.839,drought,standardN,dense,1
5,5,Mo287,4.469,PACGA,4.469,drought,standardN,dense,1
6,5,Mo287,3.98,nohormone,3.98,drought,standardN,dense,1
1,3,LH132,,PAC,0,drought,standardN,regular,1
2,3,LH132,,UCN,0,drought,standardN,regular,1
3,3,LH132,4.337,PCZ,4.337,drought,standardN,regular,1
4,3,LH132,3.952,GA,3.952,drought,standardN,regular,1
5,3,LH132,4.733,PACGA,4.733,drought,standardN,regular,1
6,3,LH132,4.436,nohormone,4.436,drought,standardN,regular,1
1,3,Mo17,,PAC,0,drought,standardN,regular,1
2,3,Mo17,,UCN,0,drought,standardN,regular,1
3,3,Mo17,0,PCZ,0,drought,standardN,regular,1
4,3,Mo17,3.685,GA,3.685,drought,standardN,regular,1
5,3,Mo17,4.316,PACGA,4.316,drought,standardN,regular,1
6,3,Mo17,5.047,nohormone,5.047,drought,standardN,regular,1
1,3,Mo17,4.472,PAC,4.472,drought,standardN,regular,1
2,3,Mo17,5.659,UCN,5.659,drought,standardN,regular,1
3,3,Mo17,4.56,PCZ,4.56,drought,standardN,regular,1
4,3,Mo17,11.43,GA,11.43,drought,standardN,regular,1
5,3,Mo17,3.759,PACGA,3.759,drought,standardN,regular,1
6,3,Mo17,4.356,nohormone,4.356,drought,standardN,regular,1
1,5,LH132,5.257,PAC,5.257,drought,standardN,dense,1
2,5,LH132,5.165,UCN,5.165,drought,standardN,dense,1
3,5,LH132,4.211,PCZ,4.211,drought,standardN,dense,1
4,5,LH132,4.415,GA,4.415,drought,standardN,dense,1
5,5,LH132,4.447,PACGA,4.447,drought,standardN,dense,1
6,5,LH132,5.005,nohormone,5.005,drought,standardN,dense,1
1,5,Mo17,4.447,PAC,4.447,drought,standardN,dense,1
2,5,Mo17,4.165,UCN,4.165,drought,standardN,dense,1
3,5,Mo17,6.525,PCZ,6.525,drought,standardN,dense,1
4,5,Mo17,3.364,GA,3.364,drought,standardN,dense,1
5,5,Mo17,3.922,PACGA,3.922,drought,standardN,dense,1
6,5,Mo17,4.355,nohormone,4.355,drought,standardN,dense,1
1,5,Mo17,6.479,PAC,6.479,drought,standardN,dense,1
2,5,Mo17,,UCN,0,drought,standardN,dense,1
3,5,Mo17,4.032,PCZ,4.032,drought,standardN,dense,1
4,5,Mo17,0,GA,0,drought,standardN,dense,1
5,5,Mo17,4.84,PACGA,4.84,drought,standardN,dense,1
6,5,Mo17,5.442,nohormone,5.442,drought,standardN,dense,1
1,3,Mo287,4.872,PAC,4.872,drought,standardN,regular,1
2,3,Mo287,3.467,UCN,3.467,drought,standardN,regular,1
3,3,Mo287,5.797,PCZ,5.797,drought,standardN,regular,1
4,3,Mo287,3.372,GA,3.372,drought,standardN,regular,1
5,3,Mo287,4.469,PACGA,4.469,drought,standardN,regular,1
6,3,Mo287,5.972,nohormone,5.972,drought,standardN,regular,1
1,3,Oh7B,4.856,PAC,4.856,drought,standardN,regular,1
2,3,Oh7B,4.414,UCN,4.414,drought,standardN,regular,1
3,3,Oh7B,4.127,PCZ,4.127,drought,standardN,regular,1
4,3,Oh7B,3.859,GA,3.859,drought,standardN,regular,1
5,3,Oh7B,3.372,PACGA,3.372,drought,standardN,regular,1
6,3,Oh7B,3.172,nohormone,3.172,drought,standardN,regular,1
1,3,Mo360,4.291,PAC,4.291,drought,standardN,regular,1
2,3,Mo360,4.294,UCN,4.294,drought,standardN,regular,1
3,3,Mo360,3.632,PCZ,3.632,drought,standardN,regular,1
4,3,Mo360,5.268,GA,5.268,drought,standardN,regular,1
5,3,Mo360,4.195,PACGA,4.195,drought,standardN,regular,1
6,3,Mo360,4.326,nohormone,4.326,drought,standardN,regular,1
1,5,Mo287,4.868,PAC,4.868,drought,standardN,dense,1
2,5,Mo287,5.865,UCN,5.865,drought,standardN,dense,1
3,5,Mo287,5.775,PCZ,5.775,drought,standardN,dense,1
4,5,Mo287,4.524,GA,4.524,drought,standardN,dense,1
5,5,Mo287,4.437,PACGA,4.437,drought,standardN,dense,1
6,5,Mo287,5.712,nohormone,5.712,drought,standardN,dense,1
1,5,Oh7B,3.657,PAC,3.657,drought,standardN,dense,1
2,5,Oh7B,,UCN,0,drought,standardN,dense,1
3,5,Oh7B,4.688,PCZ,4.688,drought,standardN,dense,1
4,5,Oh7B,3.581,GA,3.581,drought,standardN,dense,1
5,5,Oh7B,4.189,PACGA,4.189,drought,standardN,dense,1
6,5,Oh7B,4.875,nohormone,4.875,drought,standardN,dense,1
1,5,Mo360,3.679,PAC,3.679,drought,standardN,dense,1
2,5,Mo360,4.645,UCN,4.645,drought,standardN,dense,1
3,5,Mo360,,PCZ,0,drought,standardN,dense,1
4,5,Mo360,3.029,GA,3.029,drought,standardN,dense,1
5,5,Mo360,4.721,PACGA,4.721,drought,standardN,dense,1
6,5,Mo360,4.148,nohormone,4.148,drought,standardN,dense,1
1,3,Mo017,3.428,PAC,3.428,drought,standardN,regular,1
2,3,Mo017,3.402,UCN,3.402,drought,standardN,regular,1
3,3,Mo017,2.769,PCZ,2.769,drought,standardN,regular,1
4,3,Mo017,2.384,GA,2.384,drought,standardN,regular,1
5,3,Mo017,2.825,PACGA,2.825,drought,standardN,regular,1
6,3,Mo017,3.047,nohormone,3.047,drought,standardN,regular,1
1,3,Mo298,4.559,PAC,4.559,drought,standardN,regular,1
2,3,Mo298,3.291,UCN,3.291,drought,standardN,regular,1
3,3,Mo298,2.9,PCZ,2.9,drought,standardN,regular,1
4,3,Mo298,3.52,GA,3.52,drought,standardN,regular,1
5,3,Mo298,,PACGA,0,drought,standardN,regular,1
6,3,Mo298,0,nohormone,0,drought,standardN,regular,1
1,3,Oh7B,4.026,PAC,4.026,drought,standardN,regular,1
2,3,Oh7B,3.732,UCN,3.732,drought,standardN,regular,1
3,3,Oh7B,4.481,PCZ,4.481,drought,standardN,regular,1
4,3,Oh7B,4.88,GA,4.88,drought,standardN,regular,1
5,3,Oh7B,4.346,PACGA,4.346,drought,standardN,regular,1
6,3,Oh7B,4.518,nohormone,4.518,drought,standardN,regular,1
1,5,Mo017,2.472,PAC,2.472,drought,standardN,dense,1
2,5,Mo017,3.721,UCN,3.721,drought,standardN,dense,1
3,5,Mo017,3.05,PCZ,3.05,drought,standardN,dense,1
4,5,Mo017,3.289,GA,3.289,drought,standardN,dense,1
5,5,Mo017,3.037,PACGA,3.037,drought,standardN,dense,1
6,5,Mo017,3.282,nohormone,3.282,drought,standardN,dense,1
1,5,Mo298,4.025,PAC,4.025,drought,standardN,dense,1
2,5,Mo298,4.622,UCN,4.622,drought,standardN,dense,1
3,5,Mo298,0,PCZ,0,drought,standardN,dense,1
4,5,Mo298,4.128,GA,4.128,drought,standardN,dense,1
5,5,Mo298,5.004,PACGA,5.004,drought,standardN,dense,1
6,5,Mo298,5.377,nohormone,5.377,drought,standardN,dense,1
1,5,Oh7B,0,PAC,0,drought,standardN,dense,1
2,5,Oh7B,4.152,UCN,4.152,drought,standardN,dense,1
3,5,Oh7B,4.043,PCZ,4.043,drought,standardN,dense,1
4,5,Oh7B,4.732,GA,4.732,drought,standardN,dense,1
5,5,Oh7B,4.986,PACGA,4.986,drought,standardN,dense,1
6,5,Oh7B,4.962,nohormone,4.962,drought,standardN,dense,1
1,3,Mo352,,PAC,0,drought,standardN,regular,1
2,3,Mo352,0,UCN,0,drought,standardN,regular,1
3,3,Mo352,3.985,PCZ,3.985,drought,standardN,regular,1
4,3,Mo352,5.111,GA,5.111,drought,standardN,regular,1
5,3,Mo352,,PACGA,0,drought,standardN,regular,1
6,3,Mo352,4.447,nohormone,4.447,drought,standardN,regular,1
1,3,Mo352,5.005,PAC,5.005,drought,standardN,regular,1
2,3,Mo352,4.001,UCN,4.001,drought,standardN,regular,1
3,3,Mo352,4.618,PCZ,4.618,drought,standardN,regular,1
4,3,Mo352,3.517,GA,3.517,drought,standardN,regular,1
5,3,Mo352,3.773,PACGA,3.773,drought,standardN,regular,1
6,3,Mo352,3.645,nohormone,3.645,drought,standardN,regular,1
1,3,Mo17,4.018,PAC,4.018,drought,standardN,regular,1
2,3,Mo17,3.877,UCN,3.877,drought,standardN,regular,1
3,3,Mo17,3.5,PCZ,3.5,drought,standardN,regular,1
4,3,Mo17,3.789,GA,3.789,drought,standardN,regular,1
5,3,Mo17,3.615,PACGA,3.615,drought,standardN,regular,1
6,3,Mo17,4.239,nohormone,4.239,drought,standardN,regular,1
1,5,Mo352,5.844,PAC,5.844,drought,standardN,dense,1
2,5,Mo352,4.587,UCN,4.587,drought,standardN,dense,1
3,5,Mo352,4.847,PCZ,4.847,drought,standardN,dense,1
4,5,Mo352,3.085,GA,3.085,drought,standardN,dense,1
5,5,Mo352,5.612,PACGA,5.612,drought,standardN,dense,1
6,5,Mo352,4.204,nohormone,4.204,drought,standardN,dense,1
1,5,Mo352,5.019,PAC,5.019,drought,standardN,dense,1
2,5,Mo352,,UCN,0,drought,standardN,dense,1
3,5,Mo352,,PCZ,0,drought,standardN,dense,1
4,5,Mo352,5.059,GA,5.059,drought,standardN,dense,1
5,5,Mo352,4.653,PACGA,4.653,drought,standardN,dense,1
6,5,Mo352,4.585,nohormone,4.585,drought,standardN,dense,1
1,5,Mo17,5.282,PAC,5.282,drought,standardN,dense,1
2,5,Mo17,4.073,UCN,4.073,drought,standardN,dense,1
